,store,sido,gugun,address
129,창원대동백화점,경상남도,창원시,"경상남도 창원시 성산구 원이대로 730, 창원대동백화점 1F"
130,창원상남점,경상남도,창원시,경상남도 창원시 성산구 상남동 19-4
131,전주에코시티점,전라북도,전주시,전라북도 전주시 덕진구 송천동2가 354-1번지
132,가평휴게소 하행선점,경기도,가평군,경기도 가평군 설악면 미사리로 540번길 51
133,가평휴게소 상행선점,경기도,가평군,경기도 가평군 설악면 미사리로 544
134,원주행구길카페점,강원도,원주시,강원도 원주시 행구로 466(행구동 198번지)
135,목포해상케이블카유달산점,전라남도,목포시,"전라남도 목포시 해양대학로 240, 1층 2101호(죽교동, 유달산STA)"
136,송파헬리오시티점,서울,송파구,"서울시 송파구 송파대로345, 헬리오시티 상가1A동 2010~12호"
137,야탑역점,경기도,성남시,경기도 성남시 분당구 성남대로926번길 18
138,천안신부점,충청남도,천안시,충청남도 천안시 동남구 만남로 28 천안문빌딩 2층
139,김해부원역점,경상남도,김해대로,"김해시 김해대로 2349, 1층(부원동, 그린코아더센텀)"
140,송도유원지점,인천,연수구,인천시 연수구 청량로 125
141,전주 백제대로DT점,전라북도,전주시,전라북도 전주시 덕진구 백제대로 556
142,부산노포역점,부산,금정구,부산광역시 금정구 중앙대로 2238 부산종합터미널 2층 2호
143,송도센트럴점,인천,연수구,인천시 연수구 센트럴로 232
144,전남화순점,전라남도,화순군,전라남도 화순군 화순읍 쌍충로 84
145,대전죽동점,대전,유성구,"대전광역시 유성구 죽동로297번길 46, 1층"
146,부산 영도점,부산,영도구,"부산광역시 영도구 남항서로 123, 2층(남항동1가, 정림위더스하임)"
147,성남신흥역,경기도,성남시,경기 성남시 수정구 산성대로 267 롯데시네마타워 2층
148,상무타임스점,광주,서구,"광주광역시 서구 상무중앙로 58, 타임스타워 1층"
149,대구칠곡태전DT,대구,북구,대구 북구 칠곡중앙대로 238
150,대구국가산단점,대구,달성군,대구 달성군 국가산단대로42길 5-23
151,역삼테헤란점,서울,강남구,"서울시 강남구 테헤란로 151, 1층 (역삼하이츠빌딩)"
152,광명역자이스트릿점,경기도,광명시,"경기도 광명시 광명역로 28,근린생활시설 1층"
153,경산월드컵대로점,경상북도,경산시,경북 경산시 삼성현로 50
154,해운대장산점,부산,해운대구,부산광역시 해운대구 세실로69번길 17
155,진하비치점,울산,울주군,울산광역시 울주군 서생면 깨목4길 15
156,이대서울병원점,서울,강서구,서울특별시 강서구 공항대로 260
157,삼척점,강원도,삼척시,"강원도 삼척시 척주로 21 (남양동, 1, 2 층)"
158,첨단리버사이드DT점,광주,북구,광주광역시 북구 임방울대로 945 (신용동 477-12)
159,세종고운점,세종시특별자치시,마음로,세종특별자치시 마음로 272-5
160,부산송도해변점,부산,서구,"부산시 서구 송도해변로 79 (암남동, 2층)"
161,광교법조타운점,경기도,수원시,"경기도 수원시 영통구광교중앙로248번길 95-3 (하동, 1층)"
162,서울대관정도서관점,서울,관악구,"서울시 관악구 관악로1 서울대학교 관정도서관 부속동 2,3층"
163,대전성모병원점,대전,중구,"대전광역시 중구 대흥로 64 (대흥동, 1층)"
164,전포카페거리점,부산,부산진구,부산 부산진구 전포동 692-5
165,대구본리점,대구,달서구,대구광역시 달서구 대명천로 223
166,거제거붕백병원점,경상남도,거제시,경상남도 거제시 계룡로 5길 14 거붕백병원
167,김포공항국내선점,서울,강서구,"서울시 강서구 하늘길 112, 국내선 3층 (출발층, 동편)"
168,대전봉명점,대전,유성구,"대전광역시 유성구 온천북로 15, 1층 (봉명동 627-3)"
169,대전코젤병원점,대전,유성구,"대전광역시 유성구 계백로 927, 대전코젤병원 1층 1101호"
170,가재울점,서울,서대문구,서울시 서대문구 남가좌동 385
171,세종다정점,세종시특별자치시,다정로,세종특별자치시 다정로 14 (다정동 산10)
172,서귀포신시가지점,제주도,서귀포시,제주 서귀포시 김정문화로27번길 10-1(강정동)
173,대구범어역점,대구,수성구,대구광역시 수성구 달구벌대로 2386
174,대구 월배역점,대구,달서구,대구광역시 달서구 월배로 168 아보스타워 1~2층
175,아산배방점,충청남도,아산시,충청남도 아산시 배방읍 배방로 88
176,전주혁신점,전라북도,완주군,"전라북도 완주군 이서면 오공로 11-13 108호, 109호"
177,제천장락점,충청북도,제천시,"충청북도 제천시 청전대로 216, 재림빌딩 1층(장락동)"
178,광주 방림DT점,광주,남구,광주광역시 남구 대남대로 85
179,송도컨벤시아점,인천,연수구,인천 연수구 센트럴로 123송도컨벤시아 M 18호
180,구미문성지점,경상북도,구미시,경상북도 구미시 고아읍 들성로 183
181,충북영동점,충청북도,영동군,충북 영동군 영동읍 난계로 1108
182,순천문화의거리점,전라남도,순천시,전라남도 순천시 중앙로 94-2
183,부산온천장점,부산,동래구,부산광역시 동래구 온천장로 89
184,밀양점,경상남도,밀양시,경상남도 밀양시 밀양대로 1753-27(삼문동)
185,동김해점,경상남도,김해시,경상남도 김해시 인제로 9(어방동)
186,의정부민락제이맘점,경기도,의정부시,"경기도 의정부시 오목로225번길 115(민락동) 제이맘태워 101, 201호"
187,충주칠금점,충청북도,충주시,"충청북도 충주시 계명대로 29 1층 (칠금동, 금강빌딩)"
188,김포공항국제선점,서울,강서구,"서울시 강서구 하늘길 38, 국제선 청사 1층 서편"
189,포항성모병원점,경상북도,포항시,"경상북도 포항시 남구 대잠동길 17, B1F"
190,서충주신도시점,충청북도,충주시,"충청북도 충주시 중앙탑면 기업도시로 222 서충주메디컬타워 2, 3층"
191,아산신정호점,충청남도,아산시,충남 아산시 신창면 신정호길 268
192,대전도룡점,대전,유성구,"대전광역시 유성구 대덕대로 554, 지상 1, 2층(도룡동 399-1)"
193,대전용문점,대전,서구,"대전광역시 서구 괴정로 155 1, 2층"
194,울산보람병원점,울산,남구,"울산광역시 남구 돋질로 336번길 10(삼산동, 울산보람병원 신관 1층)"
195,강진군청점,전라남도,강진군,전라남도 강진군 강진읍 탐진로 103
196,속초영랑호점,강원도,속초시,강원도 속초시 영랑호반길 575
197,제주중문점,제주도,서귀포시,제주특별자치도 서귀포시 천제연로232번길 15
198,화정샹그릴라점,광주,서구,"광주광역시 서구 내방로 337 1층 108호(화정동, 해광샹그릴라 센트럴 337)"
199,분당 정자역점,경기도,성남시,경기도 성남시 분당구 성남대로 331번길 9-9
200,대전복합터미널점,대전,동구,대전광역시 동구 용전동 111-14
201,인천공항 T1 탑승동점,인천,중구,"인천 중구 공항로 271, "
202,구미확장단지점,경상북도,구미시,경상북도 구미시 산동면 신당리 1430
203,포항영일대비치점,경상북도,북구,포항시 북구 해안로 131
204,서초점,서울,서초구,"서울특별시 서초구 서초동 1623-8, 9 B1"
205,대구강정고령보점,대구,달성군,대구광역시 달성군 다사읍 강전본길 83 4F
206,인천공항 T1 L/S점,인천,중구,인천 중구 공항로 271 인천공항 T1 여객터미널 일반구역
207,부천역점,경기도,부천시,경기도 부천시 심곡동 385 까뮤스퀘어피노키오 1층
208,춘천후평사거리점,강원도,춘천시,강원도 춘천시 춘천로 324
209,진주휴게소점,경상남도,진주시,경상남도 진주시 남해고속도로 194(호탄동)
210,천안 신불당 영풍문고점,충청남도,천안시,"충남 천안시 서북구 불당동 1544, 근린생활시설 10동 B102호"
211,천안신불당점,충청남도,천안시,"충남 천안시 서북구 불당동 1544, 근린생활시설 13동 C103호"
212,공주신관점,충청남도,공주시,충청남도 공주시 흑수골길 33 1층 101호
213,황전휴게소 하행점,전라남도,순천시,전라남도 순천시 황전면 순천완주고속도로 25
214,황전휴게소 상행점,전라남도,순천시,전라남도 순천시 황전면 순천완주고속도로 28
215,경북도청점,경상북도,안동시,경상북도 안동시 풍천면 검무로 4-8
216,팔공산가산산성점,경상북도,칠곡군,경상북도 칠곡군 동명면 한티로 535
217,부산센텀시티점,부산,해운대구,부산시 해운대구 센텀1로 25
218,서대전세이점,대전,중구,대전 중구 계백로 1711
219,대구 신평리네거리점,대구,서구,대구시 서구 국채보상로 204
220,속초청초호점,강원도,속초시,강원도 속초시 청학동 482-525 속초씨크루즈호텔 1층
221,제주삼화지구점,제주도,제주시,제주 제주시 건주로4길 10-4 (도련1동 1939-3)
222,대구신남네거리점,대구,달구벌대로,대구광역시 달구벌대로 1999 척탑병원 1층
223,용산더센트럴점,서울,용산구,서울시 용산구 서빙고로 17(한강로3가) 1층 118호
224,시화나래휴게소 2호점,경기도,안산시,경기도 안산시 단원구 대부황금로 1901
225,대구 월배비스타점,대구,달서구,대구광역시 달서구 대천동 940
226,익산부송점,전라북도,익산시,전북 익산시 부송로 116 (부송동 1106-4)
227,대구대명역점,대구,남구,대구광역시 남구 대명로 73
228,제주한라병원점,제주도,제주시,제주 제주시 도령로 73 (연동 1964-3) 2층
229,대구금호강변점,대구,동구,대구시 동구 지저동 843-1
230,제주도남점,제주도,제주시,제주 제주시 도남동 277
231,광주학동점,광주,동구,광주광역시 동구 남문로 663(학동) 우리빌딩 1층
232,대구칠호광장점,대구,달서구,대구 달서구 달구벌대로 1696
233,울산정자해변점,울산,북구,울산광역시 북구 동해안로 1544(정자동)
234,울산수암로점,울산,남구,울산광역시 남구 신남로 103(신정동)
235,대전롯데점,대전,서구,"대전 서구 계룡로 599(탄방동91-23), 한밭새마을금고 1층"
236,연세심혈관병원점,서울,서대문구,"서울시 서대문구 연세로 50-1, 1층(신촌동, 심장혈관병원)"
237,대구침산점,대구,북구,대구광역시 북구 옥산로 95
238,전북고창점,전라북도,고창군,"전라북도 고창군 고창읍 중앙로 321, 1층"
239,영광백수해안도로점,전라남도,영광군,전라남도 영광군 해안로 1389
240,거제하청점,경상남도,거제시,경남 거제시 하청면 하청리 857 -1
241,울산굿모닝병원점,울산,남구,울산광역시 남구 달동 972번지 외(굿모닝병원 1층)
242,강서NC백화점,서울,강서구,서울특별시 강서구 강서로 56길 17 NC백화점 강서점 8층
243,대구금호점,대구,북구,대구 북구 금호동 806번지
244,용산아이파크몰점,서울,용산구,"서울특별시 용산구 한강대로 23길 55, 5층 5-2호"
245,안산선부역점,경기도,안산시,"경기도 안산시 단원구 선부광장로 27 115,116호"
246,안양명학역점,경기도,안양시,경기도 안양시 만안구 덕천로 54  에버앤비스퀘어 1층
247,평택 안중점,경기도,평택시,"경기도 평택시 안중읍 안현로 338, 1층"
248,청주사천점,충청북도,청주시,"충청북도 청주시 청원구 사뜸로 95, 1층"
249,안성휴게소하행점,경기도,안성시,경기도 안성시 원곡면 반제리 642-6 안성휴게소하행
250,배곧신도시점,경기도,시흥시,"경기도 시흥시 배곧3로 96, 209-1, 엠플러스 128호"
251,수유롯데시네마점,서울,강북구,서울특별시 강북구 번동 449-1 수유 스카이 빌딩 10F
252,수원망포점,경기도,수원시,"경기도 수원시 영통구 영통로 174번길 5, 1층 101호"
253,목동 하이페리온 2점,서울,양천구,"서울특별시 양천구 오목로 300, 하이페리온 2차 205동 106호"
254,광주화정역점,광주,서구,광주광역시 서구 상무대로 1048
255,춘천메가박스점,강원도,춘천시,강원도 춘천시 온의동 587-8
256,몰오브광양점,전라남도,광양시,전라남도 광양시 금호동 624-24 몰오브광양 104호
257,강릉올림픽파크점,강원도,강릉시,강원도 강릉시 포남동 296
258,울산매곡점,울산,북구,울산광역시 북구 괴정1길 122(매곡동 616-8)
259,대구 성서이곡점,대구,달서구,대구광역시 달서구 달구벌대로 251길 25
260,대구 만촌점,대구,수성구,대구시 수성구 화랑로 114(1329-32)
261,군산 나운점,전라북도,군산시,전라북도 군산시 공단대로 117 (나운2동 338)
262,경기 광주역점,경기도,광주시,경기 광주시 장지동 42-4 대광프라자1층
263,공덕해링턴점,서울,마포구,"서울시 마포구 마포대로 92, 1층 (도화동, 효성해링턴스퀘어A블럭)"
264,대구서재점,대구,달성군,"대구광역시 달성군 다사읍 서재로7길 8 1,2층"
265,파주지혜의숲점,경기도,파주시,경기도 파주시 회동길 145
266,순천 조례점,전라남도,순천시,"전라남도 순천시 태봉길 41 드림프라자 (101,201호)"
267,창동점,서울,도봉구,서울특별시 도봉구 창5동 715-14 2층
268,삼척해변점,강원도,삼척시,강원도 삼척시 갈천동 14번지 테마타운 제4동 102호
269,여수역점,전라남도,여수시,전라남도 여수시 망양로2 여수엑스포역사
270,제주 탑동점,제주도,제주시,제주특별자치도 제주시 일도 1동 1276-7
271,제주 유수암점,제주도,제주특별자치도,"대한민국 제주특별자치도 제주시 애월읍 유수암리 1014, 102호"
272,거제장평점,경상남도,거제시,경상남도 거제시 장평동 141-1  1층
273,경산중앙병원점,경상북도,경산시,경상북도 경산시 백천동 4-2 경산중앙병원 1층
274,대구 영남대점,경상북도,경산시,경상북도 경산시 조영동 247-5
275,김포구래점,경기도,김포시,경기도 김포시 김포한강9로 80 다온프라자 110호
276,인천서창점,인천,남동구,"인천시 남동구 서창동 708-3 비젼프라자 109, 110호"
277,남경주IC점,경상북도,경주시,경상북도 경주시 외동읍 산업로 2747
278,아산 테크노밸리점,충청남도,아산시,"충청남도 아산시 둔포면 아산밸리중앙로 85, 1동 105호"
279,온양점,충청남도,아산시,"충청남도 아산시 온천대로 1462, 온양제일오텔 1층"
280,당진시청점,충청남도,당진시,"충남 당진시 시청2로 20, GJ빌딩 101호"
281,안동성소병원점,경상북도,안동시,경상북도 안동시 서동문로 99
282,연세우리라운지점,서울,서대문구,서울특별시 서대문구 연세로 50-1
283,부천 카스퀘어점,경기도,부천시,"경기도 부천시 송내대로 450, 1101호"
284,부산남천점,부산,수영구,부산광역시 수영구 황령대로 487
285,대전우송대점,대전,동구,대전광역시 동구 백룡로 6
286,원주상지대점,강원도,원주시,강원도 원주시 우산로 37
287,목포신항만점,전라남도,목포시,전라남도 목포시 신항로 264
288,구미 상모점,경상북도,구미시,경상북도 구미시 박정희로 101
289,부산대정문점,부산,금정구,부산광역시 금정구 장전동 400-31번지
290,강릉안목해변점,강원도,강릉시,강원도 강릉시 창해로 14번길 18
291,부천현대중동점,경기도,부천시,경기도 부천시 원미구 석천로177번길 38
292,포항송도비치점,경상북도,남구,포항시 남구 희망대로 1245
293,세종퍼스트점,세종시특별자치시,나리로,세종특별자치시  나리로 38
294,대천해수욕장점,충청남도,보령시,충남 보령시 해수욕장4길 18
295,울산 명촌점,울산,북구,울산광역시 북구 진장동 757-10 2층
296,대구 현풍테크노점,대구,달성군,대구광역시 달성군 테크노대로 24
297,청담사거리점,서울,강남구,서울특별시 강남구 도산대로 509 (미래메디컬허브빌딩 1층)
298,울산신정점,울산,남구,울산광역시 남구 동산로29번길 4
299,시화 이마트점,경기도,시흥시,경기도 시흥시 정왕대로 210
300,청주 서원대점,충청북도,청주시,충청북도 청주시 서원구 서원남로 24
301,부산대병원점,부산,서구,부산광역시 서구 까치고개로197번길 3
302,포항효자강변점,경상북도,포항시,경상북도 포항시 남구 효자동 590-3
303,안산상록수점,경기도,안산시,경기도 안산시 상록구 용신로 383
304,삼성DSR점,경기도,화성시,경기도 화성시 삼성1로5길 6
305,거제수월점,경상남도,거제시,경상남도 거제시 해명로 24
306,팔공산온천호텔점,대구,동구,대구광역시 동구 용수동 89-16
307,대구수성점,대구,수성구,대구광역시 수성구 명덕로 373
308,구미신평대로점,경상북도,구미시,경상북도 구미시 신평동 326-2번지 외 2필지
309,광주 황금행복점,광주,동구,광주광역시 동구 중앙로 160번길 3
310,천안 성정점,충청남도,천안시,충남 천안시 서북구 성정동 1321 프라지움 5차 118-121호
311,부산 구포점,부산,북구,부산 북구 구포동 산 46-1
312,대구 신암,대구,동구,대구 동구 신암동 216-16번지
313,홍제역점,서울,서대문구,서울 서대문구 통일로 37길 5
314,성주성밖숲점,경상북도,성주군,경북 성주군 성주읍 경산리 370-1
315,대구황금점,대구,수성구,대구 수성구 청수로 130
316,인천공항점,인천,중구,인천 중구 운서동 인천국제공항여객터미널 [에어사이드 FB-P5-34]
317,부산미남역점,부산,동래구,부산 동래구 온천동 1422-1
318,목포 용해점,전라남도,목포시,전남 목포시 용해동 980-2
319,영천시청점,경상북도,영천시,경북 영천시 문외동 253-5
320,전주서신여울점,전라북도,전주시,전북 전주시 완산구 서신동 932-8
321,인천시청점,인천,남동구,인천광역시 남동구 구월남로 150 (나이스뷰 1층)
322,부산태종대점,부산,영도구,부산광역시 영도구 태종로 794
323,나주빛가람점,전라남도,나주시,전라남도 나주시 빛가람동 692-2
324,울산학성공원점,울산,중구,울산 중구 반구동 582-7
325,대구시지점,대구,수성구,대구 수성구 신매동 567-58
326,충북혁신도시점,충청북도,음성군,"충북 음성군 맹동면 두성리 충북혁신도시 CC2블럭 1-1 롯트 파스텔시티107,108,204호"
327,김포사우점,경기도,김포시,"경기 김포시 사우동 924 제우스 프라자 109호, 110호 일부"
328,서울숲점,서울,성동구,서울 성동구 성수동1가 14-18
329,제주종합청사점,제주도,제주시,제주 제주시 도남동 694-3
330,대구봉무공원점,대구,동구,대구 동구 봉무동 531-2번지
331,광주시청로점,광주,서구,광주 서구 치평동 1231-3
332,오산시청,경기도,오산시,경기도 오산시 원동 811-6 103호
333,선릉이노센스점,서울,강남구,서울특별시 강남구 테헤란로63길 11 (이노센스빌딩 1층)
334,목포역,전라남도,목포시,전남 목포시 호남동 1-1
335,울산혁신도시점,울산,중구,울산 중구 우정동 상2-7-1(3)BL
336,제주 제원점,제주도,제주시,제주 제주시 연동 273-4
337,분당 양지점,경기도,성남시,경기 성남시 분당구 수내동 58-1
338,부산종합터미널점,부산,금정구,부산 금정구 중앙대로 2238
