,store,sido,gugun,address
0,역삼아레나빌딩  ,서울특별시,강남구,서울특별시 강남구 언주로 425 (역삼동)1522-3232
1,논현역사거리  ,서울특별시,강남구,서울특별시 강남구 강남대로 538 (논현동)1522-3232
2,신사역성일빌딩  ,서울특별시,강남구,서울특별시 강남구 강남대로 584 (논현동)1522-3232
3,국기원사거리  ,서울특별시,강남구,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232
4,스탈릿대치R  ,서울특별시,강남구,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232
5,봉은사역  ,서울특별시,강남구,서울특별시 강남구 봉은사로 619 (삼성동)1522-3232
6,압구정윤성빌딩  ,서울특별시,강남구,서울특별시 강남구 논현로 834 (신사동)1522-3232
7,코엑스별마당  ,서울특별시,강남구,서울특별시 강남구 영동대로 513 (삼성동)1522-3232
8,삼성역섬유센터R  ,서울특별시,강남구,서울특별시 강남구 테헤란로 518 (대치동)1522-3232
9,압구정R  ,서울특별시,강남구,서울특별시 강남구 언주로 861 (신사동)1522-3232
10,수서역R  ,서울특별시,강남구,서울특별시 강남구 광평로 281 (수서동)1522-3232
11,양재강남빌딩R  ,서울특별시,강남구,서울특별시 강남구 남부순환로 2621 (도곡동)1522-3232
12,선릉동신빌딩R  ,서울특별시,강남구,서울특별시 강남구 테헤란로 409 (삼성동)1522-3232
13,봉은사로선정릉  ,서울특별시,강남구,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232
14,강남오거리  ,서울특별시,강남구,서울특별시 강남구 봉은사로2길 39 (역삼동)1522-3232
15,스타필드코엑스몰R  ,서울특별시,강남구,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호1522-3232
16,강남구청정문  ,서울특별시,강남구,서울특별시 강남구 학동로 419 (청담동)1522-3232
17,도곡공원  ,서울특별시,강남구,서울특별시 강남구 도곡로 205 (역삼동)1522-3232
18,강남R  ,서울특별시,강남구,서울특별시 강남구 강남대로 390 (역삼동)1522-3232
19,대치은마사거리  ,서울특별시,강남구,서울특별시 강남구 도곡로 457 (대치동)1522-3232
20,청담영동대로  ,서울특별시,강남구,서울특별시 강남구 영동대로 720 (청담동)1522-3232
21,압구정  ,서울특별시,강남구,서울특별시 강남구 압구정로30길 17 (신사동)1522-3232
22,신사가로수  ,서울특별시,강남구,서울특별시 강남구 가로수길 59 1522-3232
23,청담스타R  ,서울특별시,강남구,서울특별시 강남구 도산대로57길 24 (청담동)1522-3232
24,강남우성  ,서울특별시,강남구,서울특별시 강남구 강남대로 328 (역삼동)1522-3232
25,학동사거리  ,서울특별시,강남구,서울특별시 강남구 도산대로 328 (논현동)1522-3232
26,대치사거리  ,서울특별시,강남구,서울특별시 강남구 삼성로 402 (대치동)1522-3232
27,포스코사거리  ,서울특별시,강남구,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩1522-3232
28,을지병원사거리  ,서울특별시,강남구,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)1522-3232"
29,신사역  ,서울특별시,강남구,서울특별시 강남구 도산대로 108 (논현동) 렉스타워1522-3232
30,도곡역  ,서울특별시,강남구,서울특별시 강남구 남부순환로 2909 (대치동)1522-3232
31,서울세관사거리  ,서울특별시,강남구,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회1522-3232
32,청담사거리  ,서울특별시,강남구,서울특별시 강남구 도산대로 458 (청담동) 리츠타워1522-3232
33,한티역  ,서울특별시,강남구,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)1522-3232"
34,역삼초교사거리  ,서울특별시,강남구,서울특별시 강남구 역삼로 123 (역삼동)1522-3232
35,코엑스몰  ,서울특별시,강남구,서울특별시 강남구 영동대로 513 (삼성동) O103호1522-3232
36,가로수길  ,서울특별시,강남구,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)1522-3232"
37,역삼대로  ,서울특별시,강남구,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)1522-3232"
38,역삼포스코  ,서울특별시,강남구,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)1522-3232"
39,강남대로  ,서울특별시,강남구,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)1522-3232"
40,청담  ,서울특별시,강남구,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)1522-3232"
41,삼성도심공항  ,서울특별시,강남구,서울특별시 강남구 테헤란로87길 33 (삼성동)1522-3232
42,삼성교  ,서울특별시,강남구,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층1522-3232"
43,학동역  ,서울특별시,강남구,서울특별시 강남구 논현로 704 (논현동)1522-3232
44,대치  ,서울특별시,강남구,서울특별시 강남구 도곡로 511 (대치동)1522-3232
45,SSG마켓도곡R  ,서울특별시,강남구,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)1522-3232"
46,삼성  ,서울특별시,강남구,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)1522-3232"
47,선릉세화빌딩  ,서울특별시,강남구,서울특별시 강남구 테헤란로64길 18 (대치동) 1층1522-3232
48,압구정역  ,서울특별시,강남구,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)1522-3232"
49,압구정로  ,서울특별시,강남구,서울특별시 강남구 압구정로42길 32 (신사동)1522-3232
50,구역삼사거리  ,서울특별시,강남구,서울특별시 강남구 논현로 401 (역삼동)1522-3232
51,큰길타워  ,서울특별시,강남구,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)1522-3232"
52,강남구청역  ,서울특별시,강남구,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)1522-3232"
53,대치역  ,서울특별시,강남구,서울특별시 강남구 남부순환로 2936 (대치동) 107호1522-3232
54,포이  ,서울특별시,강남구,서울특별시 강남구 논현로 88 (개포동)1522-3232
55,아크플레이스  ,서울특별시,강남구,서울특별시 강남구 테헤란로 142 (역삼동)1522-3232
56,학여울역  ,서울특별시,강남구,서울특별시 강남구 영동대로 215 (대치동)1522-3232
57,선정릉역  ,서울특별시,강남구,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩1522-3232
58,삼성현대힐  ,서울특별시,강남구,서울특별시 강남구 삼성로 605 (삼성동)1522-3232
59,GS타워  ,서울특별시,강남구,서울특별시 강남구 논현로 508 (역삼동)1522-3232
60,압구정미소  ,서울특별시,강남구,서울특별시 강남구 논현로 841 (신사동)1522-3232
61,선릉역  ,서울특별시,강남구,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)1522-3232"
62,코엑스사거리  ,서울특별시,강남구,서울특별시 강남구 영동대로 616 (삼성동)1522-3232
63,역삼럭키  ,서울특별시,강남구,서울특별시 강남구 도곡로 183 (역삼동)1522-3232
64,차병원사거리  ,서울특별시,강남구,"서울특별시 강남구 봉은사로 213, 센트럴타워 (논현동)1522-3232"
65,청담공원  ,서울특별시,강남구,서울특별시 강남구 학동로 506 (삼성동)1522-3232
66,신압구정  ,서울특별시,강남구,서울특별시 강남구 언주로174길 29 (신사동)1522-3232
67,아크로힐스논현  ,서울특별시,강남구,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)1522-3232"
68,뱅뱅사거리  ,서울특별시,강남구,서울특별시 강남구 강남대로 282 (도곡동)1522-3232
69,강남비젼타워  ,서울특별시,강남구,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)1522-3232"
70,역삼역  ,서울특별시,강남구,"서울특별시 강남구 테헤란로 145, 우신빌딩 1층 (역삼동)1522-3232"
71,압구정로데오역  ,서울특별시,강남구,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)1522-3232"
72,르네상스사거리  ,서울특별시,강남구,서울특별시 강남구 테헤란로 306 (역삼동)1522-3232
73,포스코  ,서울특별시,강남구,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)1522-3232"
74,선릉로  ,서울특별시,강남구,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)1522-3232"
75,논현힐탑  ,서울특별시,강남구,서울특별시 강남구 논현로 648 (논현동)1522-3232
76,도산가로수길  ,서울특별시,강남구,"서울특별시 강남구 도산대로 134, 2층 (논현동)1522-3232"
77,대치한티  ,서울특별시,강남구,서울특별시 강남구 선릉로 324 (대치동)1522-3232
78,수서역사거리  ,서울특별시,강남구,서울특별시 강남구 광평로 280 (수서동)1522-3232
79,코엑스아셈타워  ,서울특별시,강남구,서울특별시 강남구 영동대로 517 (삼성동)1522-3232
80,센터필드R  ,서울특별시,강남구,서울특별시 강남구 테헤란로 231 (역삼동)1522-3232
81,도산사거리  ,서울특별시,강남구,서울특별시 강남구 언주로 727 (논현동)1522-3232
82,강남세곡  ,서울특별시,강남구,서울특별시 강남구 헌릉로569길 18 (세곡동)1522-3232
83,대치삼성프라자  ,서울특별시,강남구,서울특별시 강남구 영동대로 237 (대치동)1522-3232
84,테헤란로아남타워  ,서울특별시,강남구,서울특별시 강남구 테헤란로 311 (역삼동)1522-3232
85,삼성동  ,서울특별시,강남구,서울특별시 강남구 영동대로96길 12 (삼성동)1522-3232
86,역삼이마트  ,서울특별시,강남구,서울특별시 강남구 역삼로 310 (역삼동)1522-3232
87,미아뉴타운  ,서울특별시,강북구,서울특별시 강북구 삼양로 161 (미아동)1522-3232
88,강북구청사거리  ,서울특별시,강북구,서울특별시 강북구 도봉로 365 (수유동)1522-3232
89,미아사거리역  ,서울특별시,강북구,서울특별시 강북구 도봉로 32 (미아동)1522-3232
90,수유역  ,서울특별시,강북구,서울특별시 강북구 도봉로 342 (번동)1522-3232
91,미아역  ,서울특별시,강북구,서울특별시 강북구 도봉로 196 (미아동)1522-3232
92,파라스파라서울  ,서울특별시,강북구,서울특별시 강북구 삼양로 689 (우이동)[*미고시]1522-3232
93,발산역사거리  ,서울특별시,강서구,서울특별시 강서구 공항대로 248 (마곡동)1522-3232
94,마곡역  ,서울특별시,강서구,서울특별시 강서구 공항대로 168 (마곡동)1522-3232
95,우장산역  ,서울특별시,강서구,서울특별시 강서구 강서로 267 (내발산동)1522-3232
96,마곡사이언스타워R  ,서울특별시,강서구,서울특별시 강서구 마곡동로 62 (마곡동)1522-3232
97,방화DT  ,서울특별시,강서구,서울특별시 강서구 방화대로 375 (방화동)1522-3232
98,마곡나루역  ,서울특별시,강서구,서울특별시 강서구 마곡중앙로 161-17 (마곡동)1522-3232
99,마곡GMG  ,서울특별시,강서구,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호1522-3232"
100,가양역  ,서울특별시,강서구,서울특별시 강서구 양천로 476 (등촌동)1522-3232
101,화곡DT  ,서울특별시,강서구,서울특별시 강서구 등촌로 57 (화곡동)1522-3232
102,양천향교역  ,서울특별시,강서구,서울특별시 강서구 강서로 463 (마곡동)1522-3232
103,화곡동  ,서울특별시,강서구,서울특별시 강서구 화곡로 142(화곡동)1522-3232
104,등촌  ,서울특별시,강서구,서울특별시 강서구 공항대로 329 (등촌동)1522-3232
105,염창역  ,서울특별시,강서구,서울특별시 강서구 공항대로 627 (염창동)1522-3232
106,발산역  ,서울특별시,강서구,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트1522-3232
107,가양이마트  ,서울특별시,강서구,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232
108,까치산역  ,서울특별시,강서구,서울특별시 강서구 강서로13길 3 (화곡동)1522-3232
109,등촌대로  ,서울특별시,강서구,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어), 104-2/105/106호1522-3232"
110,가양역사거리  ,서울특별시,강서구,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호1522-3232"
111,강서NC  ,서울특별시,강서구,서울특별시 강서구 강서로56길 17 (등촌동)1522-3232
112,마곡나루공원  ,서울특별시,강서구,서울특별시 강서구 마곡중앙5로 47 (마곡동)1522-3232
113,강서구청사거리  ,서울특별시,강서구,"서울특별시 강서구 화곡로 350 (화곡동), 104/105/106/107호1522-3232"
114,낙성대역  ,서울특별시,관악구,서울특별시 관악구 남부순환로 1908 (봉천동)1522-3232
115,관악서울대입구R  ,서울특별시,관악구,서울특별시 관악구 관악로 158 (봉천동)1522-3232
116,신림DT  ,서울특별시,관악구,서울특별시 관악구 남부순환로 1419 (신림동)1522-3232
117,서울대역  ,서울특별시,관악구,서울특별시 관악구 남부순환로 1817 (봉천동)1522-3232
118,낙성대DT  ,서울특별시,관악구,서울특별시 관악구 남부순환로 1948 (봉천동)1522-3232
119,사당  ,서울특별시,관악구,서울특별시 관악구 남부순환로 2082-251522-3232
120,보라매대교  ,서울특별시,관악구,서울특별시 관악구 보라매로3길 23 (봉천동) 1층1522-3232
121,신림사거리  ,서울특별시,관악구,서울특별시 관악구 남부순환로 1619 (신림동)1522-3232
122,신림  ,서울특별시,관악구,서울특별시 관악구 신림로 355-1 (신림동)1522-3232
123,신림타임스트림  ,서울특별시,관악구,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)1522-3232"
124,서울대입구역  ,서울특별시,관악구,서울특별시 관악구 남부순환로 1812 (봉천동)1522-3232
125,건국대  ,서울특별시,광진구,서울특별시 광진구 능동로 117 (화양동)1522-3232
126,어린이대공원역  ,서울특별시,광진구,서울특별시 광진구 능동로243 1522-3232
127,아차산역  ,서울특별시,광진구,서울특별시 광진구 천호대로 676 1522-3232
128,올림픽대교북단  ,서울특별시,광진구,서울특별시 광진구 광나루로 608 (구의동)1522-3232
129,구의DT  ,서울특별시,광진구,서울특별시 광진구 광나루로 519 (구의동)1522-3232
130,자양사거리  ,서울특별시,광진구,서울특별시 광진구 아차산로 3551522-3232
131,군자역  ,서울특별시,광진구,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩1522-3232
132,광나루  ,서울특별시,광진구,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)1522-3232"
133,건대스타시티  ,서울특별시,광진구,서울특별시 광진구 아차산로 262 (자양동)1522-3232
134,자양  ,서울특별시,광진구,서울특별시 광진구 능동로 50 (자양동)1522-3232
135,강변역  ,서울특별시,광진구,서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버1522-3232
136,건대입구  ,서울특별시,광진구,서울특별시 광진구 능동로 107 (화양동)1522-3232
137,구의역  ,서울특별시,광진구,서울특별시 광진구 아차산로 373 (구의동)1522-3232
138,광장  ,서울특별시,광진구,서울특별시 광진구 아차산로 537-17 (광장동)1522-3232
139,건국클래식  ,서울특별시,광진구,서울특별시 광진구 능동로 90 (자양동) 더 클래식5001522-3232
140,자양이마트  ,서울시,광진구,서울시 광진구 아차산로 272 스타시티 지하1층 일부1522-3232
141,중곡  ,서울특별시,광진구,서울특별시 광진구 천호대로 549 (중곡동) 1층1522-3232
142,금천구청역  ,서울특별시,금천구,"서울특별시 금천구 시흥대로73길 67 엠타워 112,113,114,115호1522-3232"
143,가산에스케이  ,서울특별시,금천구,서울특별시 금천구 가산디지털1로 171 (가산동)1522-3232
144,독산사거리  ,서울특별시,금천구,서울특별시 금천구 시흥대로 426 (독산동)1522-3232
145,금천시흥  ,서울특별시,금천구,서울특별시 금천구 시흥대로 164 (시흥동)1522-3232
146,가산디지털단지역  ,서울특별시,금천구,서울특별시 금천구 벚꽃로 298 (가산동)1522-3232
147,금천독산  ,서울특별시,금천구,서울특별시 금천구 두산로 70 (독산동)1522-3232
148,가산디지털  ,서울특별시,금천구,서울특별시 금천구 가산디지털1로 168 (가산동)1522-3232
149,W-Mall  ,서울특별시,금천구,서울특별시 금천구 디지털로 188 (가산동)1522-3232
150,마리오아울렛  ,서울특별시,금천구,서울특별시 금천구 벚꽃로 266 마리오아울렛3관1522-3232
151,가산브이타워  ,서울특별시,금천구,서울특별시 금천구 가산디지털1로 128 (가산동)1522-3232
152,가산그레이트  ,서울특별시,금천구,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)1522-3232"
153,월계역  ,서울특별시,노원구,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)1522-3232"
154,월계트레이더스  ,서울특별시,노원구,서울특별시 노원구 마들로3길 15 1522-3232
155,상계초교사거리  ,서울특별시,노원구,서울특별시 노원구 노원로 449 1522-3232
156,공릉DT  ,서울특별시,노원구,서울특별시 노원구 동일로 1015 (공릉동)1522-3232
157,노원마들역  ,서울특별시,노원구,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)1522-3232"
158,공릉역  ,서울특별시,노원구,서울특별시 노원구 동일로 1081 (공릉동)1522-3232
159,은행사거리  ,서울특별시,노원구,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)1522-3232"
160,노원KT  ,서울특별시,노원구,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232"
161,광운대  ,서울특별시,노원구,서울특별시 노원구 석계로 104 (월계동)1522-3232
162,중계역  ,서울특별시,노원구,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)1522-3232"
163,노원역  ,서울특별시,노원구,서울특별시 노원구 동일로 1413 (상계동) 1층1522-3232
164,월계이마트  ,서울특별시,노원구,서울특별시 노원구 마들로3길 15 (월계동)1522-3232
165,태릉입구역DT  ,서울특별시,노원구,서울특별시 노원구 화랑로 469 (공릉동)1522-3232
166,창동이마트  ,서울특별시,도봉구,서울특별시 도봉구 노해로65길 4 (창동)1522-3232
167,쌍문역  ,서울특별시,도봉구,서울특별시 도봉구 도봉로 480 (창동)1522-3232
168,쌍문도봉로  ,서울특별시,도봉구,서울특별시 도봉구 도봉로 444 (창동)1522-3232
169,노량진동  ,서울특별시,동작구,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호1522-3232"
170,남성역  ,서울특별시,동작구,서울특별시 동작구 사당로 219 (사당동)1522-3232
171,상도역  ,서울특별시,동작구,서울특별시 동작구 상도로37길 1 (상도1동)1522-3232
172,보라매공원R  ,서울특별시,동작구,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)1522-3232"
173,이수자이  ,서울특별시,동작구,서울특별시 동작구 사당로 300 (사당동 이수자이)1522-3232
174,노량진역  ,서울특별시,동작구,서울특별시 동작구 노량진로 134 (노량진동)1522-3232
175,신대방삼거리역  ,서울특별시,동작구,서울특별시 동작구 상도로 102 (상도동)1522-3232
176,중앙대  ,서울특별시,동작구,서울특별시 동작구 흑석로 75-1 (흑석동)1522-3232
177,숭실대입구역  ,서울특별시,동작구,서울특별시 동작구 상도로 354 (상도동)1522-3232
178,숭실대  ,서울특별시,동작구,서울특별시 동작구 사당로 4 (상도동)1522-3232
179,사당역  ,서울특별시,동작구,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)1522-3232"
180,서강대프라자  ,서울특별시,마포구,서울특별시 마포구 백범로 35 (신수동)1522-3232
181,상암YTN  ,서울특별시,마포구,서울특별시 마포구 상암산로 76 (상암동)1522-3232
182,마포용강동  ,서울특별시,마포구,서울특별시 마포구 토정로 295 (용강동)1522-3232
183,홍대입구역사거리R  ,서울특별시,마포구,서울특별시 마포구 양화로 125 (서교동)1522-3232
184,마포경찰서후문  ,서울특별시,마포구,서울특별시 마포구 마포대로 173-14 (아현동)1522-3232
185,공덕  ,서울특별시,마포구,서울특별시 마포구 마포대로 130 (공덕동)1522-3232
186,합정폴리스R  ,서울특별시,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)1522-3232"
187,홍대공항철도역  ,서울특별시,마포구,서울특별시 마포구 양화로 178 (동교동)1522-3232
188,마포염리  ,서울특별시,마포구,서울특별시 마포구 독막로 311 (염리동)1522-3232
189,서강광흥창역  ,서울특별시,마포구,서울특별시 마포구 서강로 69 (창전동)1522-3232
190,합정  ,서울특별시,마포구,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-21522-3232"
191,서강대흥역  ,서울특별시,마포구,서울특별시 마포구 백범로 89-5 (대흥동)1522-3232
192,서교동사거리  ,서울특별시,마포구,서울특별시 마포구 양화로 105 (서교동)1522-3232
193,상암사보이시티  ,서울특별시,마포구,서울특별시 마포구 월드컵북로54길 17 (상암동)1522-3232
194,신촌오거리  ,서울특별시,마포구,서울특별시 마포구 신촌로16길 10 (노고산동)1522-3232
195,상암디지털큐브  ,서울특별시,마포구,서울특별시 마포구 상암산로 341522-3232
196,상수역  ,서울특별시,마포구,서울특별시 마포구 독막로 88 (상수동)1522-3232
197,공덕오거리  ,서울특별시,마포구,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩1522-3232
198,서교  ,서울특별시,마포구,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층1522-3232
199,서강대  ,서울특별시,마포구,서울특별시 마포구 백범로 23 (신수동)1522-3232
200,상암MBC  ,서울특별시,마포구,서울특별시 마포구 성암로 267 (상암동)1522-3232
201,홍대역  ,서울특별시,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)1522-3232"
202,동교  ,서울특별시,마포구,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)1522-3232"
203,애오개역  ,서울특별시,마포구,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)1522-3232"
204,상암DMC  ,서울특별시,마포구,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)1522-3232"
205,마포일진빌딩  ,서울특별시,마포구,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)1522-3232"
206,마포아크로  ,서울특별시,마포구,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워1522-3232
207,홍대삼거리  ,서울특별시,마포구,서울특별시 마포구 와우산로 64 (상수동)1522-3232
208,망원역  ,서울특별시,마포구,서울특별시 마포구 월드컵로 74 (서교동)1522-3232
209,마포이마트  ,서울특별시,마포구,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트1522-3232
210,합정메세나몰  ,서울특별시,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)1522-3232"
211,홍대역8번출구  ,서울특별시,마포구,서울특별시 마포구 양화로 166 (동교동)1522-3232
212,망원한강공원  ,서울특별시,마포구,서울특별시 마포구 마포나루길 435 (망원동)1522-3232
213,가재울뉴타운  ,서울특별시,서대문구,서울특별시 서대문구 가재울미래로 2 1522-3232
214,남가좌사거리  ,서울특별시,서대문구,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232"
215,신촌역  ,서울특별시,서대문구,서울특별시 서대문구 신촌로 73 (창천동)1522-3232
216,연희동  ,서울특별시,서대문구,서울특별시 서대문구 연희로 97 (연희동)1522-3232
217,아현역  ,서울특별시,서대문구,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)1522-3232"
218,홍제역  ,서울특별시,서대문구,서울특별시 서대문구 통일로 451 (홍제동)1522-3232
219,연세백양로  ,서울특별시,서대문구,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교1522-3232
220,연희DT  ,서울특별시,서대문구,서울특별시 서대문구 연희로 144 (연희동)1522-3232
221,경기대  ,서울특별시,서대문구,서울특별시 서대문구 충정로 53 (충정로2가)1522-3232
222,신촌  ,서울특별시,서대문구,서울특별시 서대문구 연세로 10-1 (창천동)1522-3232
223,이대R  ,서울특별시,서대문구,서울특별시 서대문구 이화여대길 34 (대현동)1522-3232
224,연세종합관  ,서울특별시,서대문구,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)1522-3232"
225,이대ECC  ,서울특별시,서대문구,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호1522-3232
226,연대  ,서울특별시,서대문구,서울특별시 서대문구 연세로 35 (창천동)1522-3232
227,신촌아트레온  ,서울특별시,서대문구,서울특별시 서대문구 신촌로 129 (창천동)1522-3232
228,충정로역  ,서울특별시,서대문구,서울특별시 서대문구 충정로 231522-3232
229,연대동문  ,서울특별시,서대문구,서울특별시 서대문구 성산로 565 (대신동)1522-3232
230,신촌명물거리  ,서울특별시,서대문구,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)1522-3232"
231,충정타워  ,서울특별시,서대문구,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)1522-3232"
232,현대신촌  ,서울특별시,서대문구,서울특별시 서대문구 신촌로 83 (창천동)1522-3232
233,방배로  ,서울특별시,서초구,서울특별시 서초구 방배로 52 (방배동)1522-3232
234,강남교보타워R  ,서울특별시,서초구,서울특별시 서초구 강남대로 465 (서초동)1522-3232
235,방배다이치빌딩  ,서울특별시,서초구,서울특별시 서초구 방배로 114 (방배동)1522-3232
236,센트럴F1  ,서울특별시,서초구,서울특별시 서초구 신반포로 176 (반포동)1522-3232
237,서초역이화빌딩  ,서울특별시,서초구,서울특별시 서초구 반포대로21길 3 (서초동)1522-3232
238,서초구청  ,서울특별시,서초구,서울특별시 서초구 남부순환로 2557 (서초동)1522-3232
239,서초우성사거리  ,서울특별시,서초구,서울특별시 서초구 강남대로 343 (서초동)1522-3232
240,이수역사거리  ,서울특별시,서초구,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)1522-3232"
241,강남대로신사  ,서울특별시,서초구,서울특별시 서초구 강남대로 595 (잠원동)1522-3232
242,서울고속터미널  ,서울특별시,서초구,서울특별시 서초구 신반포로 194 (반포동)1522-3232
243,강남대로논현R  ,서울특별시,서초구,서울특별시 서초구 강남대로85길 5 (반포동)1522-3232
244,방배  ,서울특별시,서초구,서울특별시 서초구 방배로 2111522-3232
245,방배카페거리  ,서울특별시,서초구,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232
246,서초법원  ,서울특별시,서초구,서울특별시 서초구 서초대로 274 (서초동)1522-3232
247,청계산입구역  ,서울특별시,서초구,서울특별시 서초구 청계산로 203 (신원동)1522-3232
248,사당로데오  ,서울특별시,서초구,서울특별시 서초구 방배천로 5-4(방배동)1522-3232
249,파미에파크R  ,서울특별시,서초구,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY1522-3232
250,교대역  ,서울특별시,서초구,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩1522-3232
251,양재역  ,서울특별시,서초구,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩1522-3232
252,논현역  ,서울특별시,서초구,서울특별시 서초구 강남대로 557 (잠원동) 1~2층1522-3232
253,이수역  ,서울특별시,서초구,서울특별시 서초구 동작대로 112 (방배동)1522-3232
254,내방역  ,서울특별시,서초구,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩1522-3232
255,서초파라곤  ,서울특별시,서초구,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤1522-3232
256,서울아트센터  ,서울특별시,서초구,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩1522-3232
257,서초중앙로  ,서울특별시,서초구,서울특별시 서초구 서초중앙로 2251522-3232
258,센트럴시티  ,서울특별시,서초구,서울특별시 서초구 신반포로 176 (반포동)1522-3232
259,강남삼성타운  ,서울특별시,서초구,서울특별시 서초구 서초대로78길 24 (서초동)1522-3232
260,방배역  ,서울특별시,서초구,서울특별시 서초구 방배로 84 (방배동)1522-3232
261,반포역  ,서울특별시,서초구,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가1522-3232
262,남부터미널  ,서울특별시,서초구,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)1522-3232"
263,뉴코아강남  ,서울특별시,서초구,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽1522-3232
264,강남2  ,서울특별시,서초구,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)1522-3232"
265,교대  ,서울특별시,서초구,서울특별시 서초구 서초중앙로 118 (서초동)1522-3232
